,Date,State,Residences
2671512,2020-07-09,Durango,12.0
2671513,2020-07-10,Durango,12.0
2671514,2020-07-11,Durango,7.0
2671515,2020-07-12,Durango,6.0
2671516,2020-07-13,Durango,11.0
2671517,2020-07-14,Durango,11.0
2671518,2020-07-15,Durango,11.0
2671519,2020-07-16,Durango,11.0
2671520,2020-07-17,Durango,12.0
2671521,2020-07-18,Durango,6.0
2671522,2020-07-19,Durango,5.0
2671523,2020-07-20,Durango,11.0
2671524,2020-07-21,Durango,12.0
2671525,2020-07-22,Durango,12.0
2671526,2020-07-23,Durango,12.0
2671527,2020-07-24,Durango,12.0
2671528,2020-07-25,Durango,6.0
2671529,2020-07-26,Durango,6.0
2671530,2020-07-27,Durango,13.0
2671531,2020-07-28,Durango,14.0
2671532,2020-07-29,Durango,12.0
2671533,2020-07-30,Durango,11.0
2671534,2020-07-31,Durango,11.0
2671535,2020-08-01,Durango,6.0
2671536,2020-08-02,Durango,4.0
2671537,2020-08-03,Durango,9.0
2671538,2020-08-04,Durango,10.0
2671539,2020-08-05,Durango,10.0
2671540,2020-08-06,Durango,10.0
2671541,2020-08-07,Durango,10.0
2671542,2020-08-08,Durango,6.0
2671543,2020-08-09,Durango,5.0
2671544,2020-08-10,Durango,9.0
2671545,2020-08-11,Durango,10.0
2671546,2020-08-12,Durango,10.0
2671547,2020-08-13,Durango,10.0
2671548,2020-08-14,Durango,10.0
2671549,2020-08-15,Durango,5.0
2671550,2020-08-16,Durango,4.0
2671551,2020-08-17,Durango,9.0
2671552,2020-08-18,Durango,10.0
2671553,2020-08-19,Durango,10.0
2671554,2020-08-20,Durango,10.0
2671555,2020-08-21,Durango,10.0
2671556,2020-08-22,Durango,5.0
2671557,2020-08-23,Durango,4.0
2671558,2020-08-24,Durango,10.0
2671559,2020-08-25,Durango,11.0
2671560,2020-08-26,Durango,11.0
2671561,2020-08-27,Durango,10.0
2671562,2020-08-28,Durango,10.0
2671563,2020-08-29,Durango,5.0
2671564,2020-08-30,Durango,4.0
2671565,2020-08-31,Durango,9.0
2671566,2020-09-01,Durango,10.0
2671567,2020-09-02,Durango,10.0
2671568,2020-09-03,Durango,10.0
2671569,2020-09-04,Durango,11.0
2671570,2020-09-05,Durango,5.0
2671571,2020-09-06,Durango,5.0
2671572,2020-09-07,Durango,10.0
2671573,2020-09-08,Durango,10.0
2671574,2020-09-09,Durango,10.0
2671575,2020-09-10,Durango,11.0
2671576,2020-09-11,Durango,10.0
2671577,2020-09-12,Durango,5.0
2671578,2020-09-13,Durango,4.0
2671579,2020-09-14,Durango,10.0
2671580,2020-09-15,Durango,7.0
2671581,2020-09-16,Durango,16.0
2671582,2020-09-17,Durango,10.0
2671583,2020-09-18,Durango,11.0
2671584,2020-09-19,Durango,5.0
2671585,2020-09-20,Durango,5.0
2671586,2020-09-21,Durango,10.0
2671587,2020-09-22,Durango,11.0
2671588,2020-09-23,Durango,11.0
2671589,2020-09-24,Durango,11.0
2671590,2020-09-25,Durango,11.0
2671591,2020-09-26,Durango,5.0
2671592,2020-09-27,Durango,4.0
2671593,2020-09-28,Durango,11.0
2671594,2020-09-29,Durango,10.0
2671595,2020-09-30,Durango,9.0
2671596,2020-10-01,Durango,9.0
2671597,2020-10-02,Durango,9.0
2671598,2020-10-03,Durango,3.0
2671599,2020-10-04,Durango,3.0
2671600,2020-10-05,Durango,9.0
2671601,2020-10-06,Durango,9.0
2671602,2020-10-07,Durango,10.0
2671603,2020-10-08,Durango,10.0
2671604,2020-10-09,Durango,10.0
2671605,2020-10-10,Durango,5.0
2671606,2020-10-11,Durango,4.0
2671607,2020-10-12,Durango,10.0
2671608,2020-10-13,Durango,11.0
2671609,2020-10-14,Durango,11.0
2671610,2020-10-15,Durango,10.0
2671611,2020-10-16,Durango,10.0
2671612,2020-10-17,Durango,5.0
2671613,2020-10-18,Durango,4.0
2671614,2020-10-19,Durango,10.0
2671615,2020-10-20,Durango,11.0
2671616,2020-10-21,Durango,11.0
2671617,2020-10-22,Durango,12.0
2671618,2020-10-23,Durango,12.0
2671619,2020-10-24,Durango,7.0
2671620,2020-10-25,Durango,7.0
2671621,2020-10-26,Durango,12.0
2671622,2020-10-27,Durango,13.0
2671623,2020-10-28,Durango,12.0
2671624,2020-10-29,Durango,13.0
2671625,2020-10-30,Durango,12.0
2671626,2020-10-31,Durango,7.0
2671627,2020-11-01,Durango,7.0
2671628,2020-11-02,Durango,14.0
2671629,2020-11-03,Durango,13.0
2671630,2020-11-04,Durango,15.0
2671631,2020-11-05,Durango,15.0
2671632,2020-11-06,Durango,16.0
2671633,2020-11-07,Durango,12.0
2671634,2020-11-08,Durango,11.0
2671635,2020-11-09,Durango,13.0
2671636,2020-11-10,Durango,14.0
2671637,2020-11-11,Durango,14.0
2671638,2020-11-12,Durango,14.0
2671639,2020-11-13,Durango,14.0
2671640,2020-11-14,Durango,10.0
2671641,2020-11-15,Durango,9.0
2671642,2020-11-16,Durango,18.0
2671643,2020-11-17,Durango,13.0
2671644,2020-11-18,Durango,14.0
2671645,2020-11-19,Durango,14.0
2671646,2020-11-20,Durango,14.0
2671647,2020-11-21,Durango,10.0
2671648,2020-11-22,Durango,9.0
2671649,2020-11-23,Durango,13.0
2671650,2020-11-24,Durango,13.0
2671651,2020-11-25,Durango,13.0
2671652,2020-11-26,Durango,13.0
2671653,2020-11-27,Durango,13.0
2671654,2020-11-28,Durango,9.0
2671655,2020-11-29,Durango,8.0
2671656,2020-11-30,Durango,11.0
2671657,2020-12-01,Durango,12.0
2671658,2020-12-02,Durango,12.0
2671659,2020-12-03,Durango,12.0
2671660,2020-12-04,Durango,13.0
2671661,2020-12-05,Durango,8.0
2671662,2020-12-06,Durango,8.0
2671663,2020-12-07,Durango,11.0
2671664,2020-12-08,Durango,11.0
2671665,2020-12-09,Durango,11.0
2671666,2020-12-10,Durango,11.0
2671667,2020-12-11,Durango,11.0
2671668,2020-12-12,Durango,6.0
2671669,2020-12-13,Durango,6.0
2671670,2020-12-14,Durango,10.0
2671671,2020-12-15,Durango,9.0
2671672,2020-12-16,Durango,9.0
2671673,2020-12-17,Durango,9.0
2671674,2020-12-18,Durango,10.0
2671675,2020-12-19,Durango,4.0
2671676,2020-12-20,Durango,4.0
2671677,2020-12-21,Durango,7.0
2671678,2020-12-22,Durango,7.0
2671679,2020-12-23,Durango,6.0
2671680,2020-12-24,Durango,6.0
2671681,2020-12-25,Durango,17.0
2671682,2020-12-26,Durango,10.0
2671683,2020-12-27,Durango,7.0
2671684,2020-12-28,Durango,11.0
2671685,2020-12-29,Durango,11.0
2671686,2020-12-30,Durango,11.0
2671687,2020-12-31,Durango,9.0
2671802,2020-02-16,Guanajuato,0.0
2671803,2020-02-17,Guanajuato,-3.0
2671804,2020-02-18,Guanajuato,-1.0
2671805,2020-02-19,Guanajuato,-1.0
2671806,2020-02-20,Guanajuato,-1.0
2671807,2020-02-21,Guanajuato,-1.0
2671808,2020-02-22,Guanajuato,0.0
2671809,2020-02-23,Guanajuato,0.0
2671810,2020-02-24,Guanajuato,-3.0
2671811,2020-02-25,Guanajuato,-1.0
2671812,2020-02-26,Guanajuato,-1.0
2671813,2020-02-27,Guanajuato,-1.0
2671814,2020-02-28,Guanajuato,-2.0
2671815,2020-02-29,Guanajuato,0.0
2671816,2020-03-01,Guanajuato,0.0
2671817,2020-03-02,Guanajuato,-3.0
2671818,2020-03-03,Guanajuato,-1.0
2671819,2020-03-04,Guanajuato,-1.0
2671820,2020-03-05,Guanajuato,-1.0
2671821,2020-03-06,Guanajuato,-1.0
2671822,2020-03-07,Guanajuato,0.0
2671823,2020-03-08,Guanajuato,0.0
2671824,2020-03-09,Guanajuato,5.0
2671825,2020-03-10,Guanajuato,-1.0
2671826,2020-03-11,Guanajuato,-1.0
2671827,2020-03-12,Guanajuato,-2.0
2671828,2020-03-13,Guanajuato,-1.0
2671829,2020-03-14,Guanajuato,-1.0
2671830,2020-03-15,Guanajuato,-1.0
2671831,2020-03-16,Guanajuato,13.0
2671832,2020-03-17,Guanajuato,4.0
2671833,2020-03-18,Guanajuato,6.0
2671834,2020-03-19,Guanajuato,7.0
2671835,2020-03-20,Guanajuato,9.0
2671836,2020-03-21,Guanajuato,8.0
2671837,2020-03-22,Guanajuato,7.0
2671838,2020-03-23,Guanajuato,9.0
2671839,2020-03-24,Guanajuato,12.0
2671840,2020-03-25,Guanajuato,13.0
2671841,2020-03-26,Guanajuato,14.0
2671842,2020-03-27,Guanajuato,15.0
2671843,2020-03-28,Guanajuato,12.0
2671844,2020-03-29,Guanajuato,10.0
2671845,2020-03-30,Guanajuato,13.0
2671846,2020-03-31,Guanajuato,16.0
2671847,2020-04-01,Guanajuato,17.0
2671848,2020-04-02,Guanajuato,18.0
2671849,2020-04-03,Guanajuato,19.0
2671850,2020-04-04,Guanajuato,15.0
2671851,2020-04-05,Guanajuato,12.0
2671852,2020-04-06,Guanajuato,18.0
2671853,2020-04-07,Guanajuato,20.0
2671854,2020-04-08,Guanajuato,19.0
2671855,2020-04-09,Guanajuato,23.0
2671856,2020-04-10,Guanajuato,29.0
2671857,2020-04-11,Guanajuato,19.0
2671858,2020-04-12,Guanajuato,12.0
2671859,2020-04-13,Guanajuato,17.0
2671860,2020-04-14,Guanajuato,20.0
2671861,2020-04-15,Guanajuato,20.0
2671862,2020-04-16,Guanajuato,20.0
2671863,2020-04-17,Guanajuato,22.0
2671864,2020-04-18,Guanajuato,15.0
2671865,2020-04-19,Guanajuato,11.0
2671866,2020-04-20,Guanajuato,17.0
2671867,2020-04-21,Guanajuato,20.0
2671868,2020-04-22,Guanajuato,20.0
2671869,2020-04-23,Guanajuato,20.0
2671870,2020-04-24,Guanajuato,22.0
2671871,2020-04-25,Guanajuato,16.0
2671872,2020-04-26,Guanajuato,13.0
2671873,2020-04-27,Guanajuato,19.0
2671874,2020-04-28,Guanajuato,15.0
2671875,2020-04-29,Guanajuato,20.0
2671876,2020-04-30,Guanajuato,18.0
2671877,2020-05-01,Guanajuato,26.0
2671878,2020-05-02,Guanajuato,16.0
2671879,2020-05-03,Guanajuato,11.0
2671880,2020-05-04,Guanajuato,17.0
2671881,2020-05-05,Guanajuato,21.0
2671882,2020-05-06,Guanajuato,20.0
2671883,2020-05-07,Guanajuato,20.0
2671884,2020-05-08,Guanajuato,21.0
2671885,2020-05-09,Guanajuato,14.0
2671886,2020-05-10,Guanajuato,6.0
2671887,2020-05-11,Guanajuato,17.0
2671888,2020-05-12,Guanajuato,19.0
2671889,2020-05-13,Guanajuato,19.0
2671890,2020-05-14,Guanajuato,19.0
2671891,2020-05-15,Guanajuato,20.0
2671892,2020-05-16,Guanajuato,14.0
2671893,2020-05-17,Guanajuato,10.0
2671894,2020-05-18,Guanajuato,16.0
2671895,2020-05-19,Guanajuato,19.0
2671896,2020-05-20,Guanajuato,18.0
2671897,2020-05-21,Guanajuato,18.0
2671898,2020-05-22,Guanajuato,19.0
2671899,2020-05-23,Guanajuato,13.0
2671900,2020-05-24,Guanajuato,10.0
2671901,2020-05-25,Guanajuato,15.0
2671902,2020-05-26,Guanajuato,17.0
2671903,2020-05-27,Guanajuato,17.0
2671904,2020-05-28,Guanajuato,17.0
2671905,2020-05-29,Guanajuato,18.0
2671906,2020-05-30,Guanajuato,11.0
2671907,2020-05-31,Guanajuato,9.0
2671908,2020-06-01,Guanajuato,13.0
2671909,2020-06-02,Guanajuato,15.0
2671910,2020-06-03,Guanajuato,15.0
2671911,2020-06-04,Guanajuato,15.0
2671912,2020-06-05,Guanajuato,16.0
2671913,2020-06-06,Guanajuato,11.0
2671914,2020-06-07,Guanajuato,8.0
2671915,2020-06-08,Guanajuato,12.0
2671916,2020-06-09,Guanajuato,15.0
2671917,2020-06-10,Guanajuato,14.0
2671918,2020-06-11,Guanajuato,15.0
2671919,2020-06-12,Guanajuato,15.0
2671920,2020-06-13,Guanajuato,10.0
2671921,2020-06-14,Guanajuato,8.0
2671922,2020-06-15,Guanajuato,12.0
2671923,2020-06-16,Guanajuato,14.0
2671924,2020-06-17,Guanajuato,14.0
2671925,2020-06-18,Guanajuato,14.0
2671926,2020-06-19,Guanajuato,13.0
2671927,2020-06-20,Guanajuato,9.0
2671928,2020-06-21,Guanajuato,5.0
2671929,2020-06-22,Guanajuato,12.0
2671930,2020-06-23,Guanajuato,15.0
2671931,2020-06-24,Guanajuato,14.0
2671932,2020-06-25,Guanajuato,15.0
2671933,2020-06-26,Guanajuato,16.0
2671934,2020-06-27,Guanajuato,10.0
2671935,2020-06-28,Guanajuato,8.0
2671936,2020-06-29,Guanajuato,11.0
2671937,2020-06-30,Guanajuato,13.0
2671938,2020-07-01,Guanajuato,13.0
2671939,2020-07-02,Guanajuato,13.0
2671940,2020-07-03,Guanajuato,14.0
2671941,2020-07-04,Guanajuato,9.0
2671942,2020-07-05,Guanajuato,7.0
2671943,2020-07-06,Guanajuato,11.0
2671944,2020-07-07,Guanajuato,14.0
2671945,2020-07-08,Guanajuato,13.0
2671946,2020-07-09,Guanajuato,13.0
2671947,2020-07-10,Guanajuato,14.0
2671948,2020-07-11,Guanajuato,9.0
2671949,2020-07-12,Guanajuato,7.0
2671950,2020-07-13,Guanajuato,11.0
2671951,2020-07-14,Guanajuato,13.0
2671952,2020-07-15,Guanajuato,13.0
2671953,2020-07-16,Guanajuato,12.0
2671954,2020-07-17,Guanajuato,14.0
2671955,2020-07-18,Guanajuato,9.0
2671956,2020-07-19,Guanajuato,7.0
2671957,2020-07-20,Guanajuato,10.0
2671958,2020-07-21,Guanajuato,13.0
2671959,2020-07-22,Guanajuato,13.0
2671960,2020-07-23,Guanajuato,13.0
2671961,2020-07-24,Guanajuato,14.0
2671962,2020-07-25,Guanajuato,9.0
2671963,2020-07-26,Guanajuato,7.0
2671964,2020-07-27,Guanajuato,12.0
2671965,2020-07-28,Guanajuato,14.0
2671966,2020-07-29,Guanajuato,13.0
2671967,2020-07-30,Guanajuato,13.0
2671968,2020-07-31,Guanajuato,13.0
2671969,2020-08-01,Guanajuato,9.0
2671970,2020-08-02,Guanajuato,7.0
2671971,2020-08-03,Guanajuato,11.0
2671972,2020-08-04,Guanajuato,13.0
2671973,2020-08-05,Guanajuato,12.0
2671974,2020-08-06,Guanajuato,12.0
2671975,2020-08-07,Guanajuato,12.0
2671976,2020-08-08,Guanajuato,8.0
2671977,2020-08-09,Guanajuato,6.0
2671978,2020-08-10,Guanajuato,10.0
2671979,2020-08-11,Guanajuato,12.0
2671980,2020-08-12,Guanajuato,12.0
2671981,2020-08-13,Guanajuato,11.0
2671982,2020-08-14,Guanajuato,12.0
2671983,2020-08-15,Guanajuato,7.0
2671984,2020-08-16,Guanajuato,5.0
2671985,2020-08-17,Guanajuato,9.0
2671986,2020-08-18,Guanajuato,12.0
2671987,2020-08-19,Guanajuato,12.0
2671988,2020-08-20,Guanajuato,11.0
2671989,2020-08-21,Guanajuato,12.0
2671990,2020-08-22,Guanajuato,7.0
2671991,2020-08-23,Guanajuato,5.0
2671992,2020-08-24,Guanajuato,10.0
2671993,2020-08-25,Guanajuato,12.0
2671994,2020-08-26,Guanajuato,12.0
2671995,2020-08-27,Guanajuato,12.0
2671996,2020-08-28,Guanajuato,11.0
2671997,2020-08-29,Guanajuato,6.0
2671998,2020-08-30,Guanajuato,4.0
2671999,2020-08-31,Guanajuato,9.0
2672000,2020-09-01,Guanajuato,11.0
2672001,2020-09-02,Guanajuato,11.0
2672002,2020-09-03,Guanajuato,11.0
2672003,2020-09-04,Guanajuato,11.0
2672004,2020-09-05,Guanajuato,6.0
2672005,2020-09-06,Guanajuato,5.0
2672006,2020-09-07,Guanajuato,9.0
2672007,2020-09-08,Guanajuato,11.0
2672008,2020-09-09,Guanajuato,11.0
2672009,2020-09-10,Guanajuato,10.0
2672010,2020-09-11,Guanajuato,10.0
2672011,2020-09-12,Guanajuato,5.0
2672012,2020-09-13,Guanajuato,3.0
2672013,2020-09-14,Guanajuato,8.0
2672014,2020-09-15,Guanajuato,7.0
2672015,2020-09-16,Guanajuato,19.0
2672016,2020-09-17,Guanajuato,11.0
2672017,2020-09-18,Guanajuato,12.0
2672018,2020-09-19,Guanajuato,7.0
2672019,2020-09-20,Guanajuato,5.0
2672020,2020-09-21,Guanajuato,10.0
2672021,2020-09-22,Guanajuato,12.0
2672022,2020-09-23,Guanajuato,12.0
2672023,2020-09-24,Guanajuato,12.0
2672024,2020-09-25,Guanajuato,12.0
2672025,2020-09-26,Guanajuato,6.0
2672026,2020-09-27,Guanajuato,4.0
2672027,2020-09-28,Guanajuato,10.0
2672028,2020-09-29,Guanajuato,11.0
2672029,2020-09-30,Guanajuato,10.0
2672030,2020-10-01,Guanajuato,9.0
2672031,2020-10-02,Guanajuato,10.0
2672032,2020-10-03,Guanajuato,4.0
2672033,2020-10-04,Guanajuato,3.0
2672034,2020-10-05,Guanajuato,8.0
2672035,2020-10-06,Guanajuato,10.0
2672036,2020-10-07,Guanajuato,10.0
2672037,2020-10-08,Guanajuato,10.0
2672038,2020-10-09,Guanajuato,11.0
2672039,2020-10-10,Guanajuato,5.0
2672040,2020-10-11,Guanajuato,4.0
2672041,2020-10-12,Guanajuato,9.0
2672042,2020-10-13,Guanajuato,11.0
2672043,2020-10-14,Guanajuato,11.0
2672044,2020-10-15,Guanajuato,10.0
2672045,2020-10-16,Guanajuato,10.0
2672046,2020-10-17,Guanajuato,5.0
2672047,2020-10-18,Guanajuato,3.0
2672048,2020-10-19,Guanajuato,8.0
2672049,2020-10-20,Guanajuato,11.0
2672050,2020-10-21,Guanajuato,11.0
2672051,2020-10-22,Guanajuato,10.0
2672052,2020-10-23,Guanajuato,10.0
2672053,2020-10-24,Guanajuato,5.0
2672054,2020-10-25,Guanajuato,3.0
2672055,2020-10-26,Guanajuato,8.0
2672056,2020-10-27,Guanajuato,11.0
2672057,2020-10-28,Guanajuato,10.0
2672058,2020-10-29,Guanajuato,10.0
2672059,2020-10-30,Guanajuato,9.0
2672060,2020-10-31,Guanajuato,3.0
2672061,2020-11-01,Guanajuato,2.0
2672062,2020-11-02,Guanajuato,11.0
2672063,2020-11-03,Guanajuato,10.0
2672064,2020-11-04,Guanajuato,11.0
2672065,2020-11-05,Guanajuato,10.0
2672066,2020-11-06,Guanajuato,10.0
2672067,2020-11-07,Guanajuato,6.0
2672068,2020-11-08,Guanajuato,4.0
2672069,2020-11-09,Guanajuato,8.0
2672070,2020-11-10,Guanajuato,10.0
2672071,2020-11-11,Guanajuato,10.0
2672072,2020-11-12,Guanajuato,10.0
2672073,2020-11-13,Guanajuato,9.0
2672074,2020-11-14,Guanajuato,4.0
2672075,2020-11-15,Guanajuato,2.0
2672076,2020-11-16,Guanajuato,14.0
2672077,2020-11-17,Guanajuato,10.0
2672078,2020-11-18,Guanajuato,10.0
2672079,2020-11-19,Guanajuato,10.0
2672080,2020-11-20,Guanajuato,10.0
2672081,2020-11-21,Guanajuato,6.0
2672082,2020-11-22,Guanajuato,4.0
2672083,2020-11-23,Guanajuato,8.0
2672084,2020-11-24,Guanajuato,11.0
2672085,2020-11-25,Guanajuato,10.0
2672086,2020-11-26,Guanajuato,10.0
2672087,2020-11-27,Guanajuato,10.0
2672088,2020-11-28,Guanajuato,5.0
2672089,2020-11-29,Guanajuato,3.0
2672090,2020-11-30,Guanajuato,8.0
2672091,2020-12-01,Guanajuato,10.0
2672092,2020-12-02,Guanajuato,10.0
2672093,2020-12-03,Guanajuato,10.0
2672094,2020-12-04,Guanajuato,10.0
2672095,2020-12-05,Guanajuato,5.0
2672096,2020-12-06,Guanajuato,4.0
2672097,2020-12-07,Guanajuato,8.0
2672098,2020-12-08,Guanajuato,10.0
2672099,2020-12-09,Guanajuato,10.0
2672100,2020-12-10,Guanajuato,10.0
2672101,2020-12-11,Guanajuato,9.0
2672102,2020-12-12,Guanajuato,6.0
2672103,2020-12-13,Guanajuato,3.0
2672104,2020-12-14,Guanajuato,7.0
2672105,2020-12-15,Guanajuato,9.0
2672106,2020-12-16,Guanajuato,9.0
2672107,2020-12-17,Guanajuato,8.0
2672108,2020-12-18,Guanajuato,8.0
2672109,2020-12-19,Guanajuato,3.0
2672110,2020-12-20,Guanajuato,2.0
2672111,2020-12-21,Guanajuato,6.0
2672112,2020-12-22,Guanajuato,8.0
2672113,2020-12-23,Guanajuato,7.0
2672114,2020-12-24,Guanajuato,7.0
2672115,2020-12-25,Guanajuato,19.0
2672116,2020-12-26,Guanajuato,10.0
2672117,2020-12-27,Guanajuato,6.0
2672118,2020-12-28,Guanajuato,11.0
2672119,2020-12-29,Guanajuato,13.0
2672120,2020-12-30,Guanajuato,12.0
2672121,2020-12-31,Guanajuato,9.0
2672236,2020-02-16,Guerrero,1.0
2672237,2020-02-17,Guerrero,-2.0
2672238,2020-02-18,Guerrero,-2.0
2672239,2020-02-19,Guerrero,-1.0
2672240,2020-02-20,Guerrero,-1.0
2672241,2020-02-21,Guerrero,-1.0
2672242,2020-02-22,Guerrero,1.0
2672243,2020-02-23,Guerrero,1.0
2672244,2020-02-24,Guerrero,0.0
2672245,2020-02-25,Guerrero,-2.0
2672246,2020-02-26,Guerrero,-2.0
2672247,2020-02-27,Guerrero,-1.0
2672248,2020-02-28,Guerrero,-2.0
2672249,2020-02-29,Guerrero,0.0
2672250,2020-03-01,Guerrero,0.0
2672251,2020-03-02,Guerrero,-2.0
2672252,2020-03-03,Guerrero,-2.0
2672253,2020-03-04,Guerrero,-2.0
2672254,2020-03-05,Guerrero,-1.0
2672255,2020-03-06,Guerrero,-1.0
2672256,2020-03-07,Guerrero,1.0
2672257,2020-03-08,Guerrero,1.0
2672258,2020-03-09,Guerrero,4.0
2672259,2020-03-10,Guerrero,-2.0
2672260,2020-03-11,Guerrero,-1.0
2672261,2020-03-12,Guerrero,-2.0
2672262,2020-03-13,Guerrero,-1.0
2672263,2020-03-14,Guerrero,-1.0
2672264,2020-03-15,Guerrero,0.0
2672265,2020-03-16,Guerrero,6.0
2672266,2020-03-17,Guerrero,-1.0
2672267,2020-03-18,Guerrero,1.0
2672268,2020-03-19,Guerrero,3.0
2672269,2020-03-20,Guerrero,6.0
2672270,2020-03-21,Guerrero,5.0
2672271,2020-03-22,Guerrero,6.0
2672272,2020-03-23,Guerrero,8.0
2672273,2020-03-24,Guerrero,9.0
2672274,2020-03-25,Guerrero,10.0
2672275,2020-03-26,Guerrero,12.0
2672276,2020-03-27,Guerrero,12.0
2672277,2020-03-28,Guerrero,9.0
2672278,2020-03-29,Guerrero,9.0
2672279,2020-03-30,Guerrero,11.0
2672280,2020-03-31,Guerrero,11.0
2672281,2020-04-01,Guerrero,12.0
2672282,2020-04-02,Guerrero,14.0
2672283,2020-04-03,Guerrero,16.0
2672284,2020-04-04,Guerrero,12.0
2672285,2020-04-05,Guerrero,12.0
2672286,2020-04-06,Guerrero,14.0
2672287,2020-04-07,Guerrero,14.0
2672288,2020-04-08,Guerrero,14.0
2672289,2020-04-09,Guerrero,18.0
2672290,2020-04-10,Guerrero,23.0
2672291,2020-04-11,Guerrero,16.0
2672292,2020-04-12,Guerrero,13.0
2672293,2020-04-13,Guerrero,15.0
2672294,2020-04-14,Guerrero,16.0
2672295,2020-04-15,Guerrero,16.0
2672296,2020-04-16,Guerrero,17.0
2672297,2020-04-17,Guerrero,20.0
2672298,2020-04-18,Guerrero,14.0
2672299,2020-04-19,Guerrero,13.0
2672300,2020-04-20,Guerrero,15.0
2672301,2020-04-21,Guerrero,16.0
2672302,2020-04-22,Guerrero,17.0
2672303,2020-04-23,Guerrero,18.0
2672304,2020-04-24,Guerrero,20.0
2672305,2020-04-25,Guerrero,15.0
2672306,2020-04-26,Guerrero,14.0
2672307,2020-04-27,Guerrero,18.0
2672308,2020-04-28,Guerrero,12.0
2672309,2020-04-29,Guerrero,17.0
2672310,2020-04-30,Guerrero,16.0
2672311,2020-05-01,Guerrero,21.0
2672312,2020-05-02,Guerrero,16.0
2672313,2020-05-03,Guerrero,14.0
2672314,2020-05-04,Guerrero,17.0
2672315,2020-05-05,Guerrero,18.0
2672316,2020-05-06,Guerrero,18.0
2672317,2020-05-07,Guerrero,19.0
2672318,2020-05-08,Guerrero,21.0
2672319,2020-05-09,Guerrero,15.0
2672320,2020-05-10,Guerrero,11.0
2672321,2020-05-11,Guerrero,18.0
2672322,2020-05-12,Guerrero,18.0
2672323,2020-05-13,Guerrero,18.0
2672324,2020-05-14,Guerrero,16.0
2672325,2020-05-15,Guerrero,20.0
2672326,2020-05-16,Guerrero,16.0
2672327,2020-05-17,Guerrero,15.0
2672328,2020-05-18,Guerrero,17.0
2672329,2020-05-19,Guerrero,18.0
2672330,2020-05-20,Guerrero,18.0
2672331,2020-05-21,Guerrero,20.0
2672332,2020-05-22,Guerrero,21.0
2672333,2020-05-23,Guerrero,16.0
2672334,2020-05-24,Guerrero,15.0
2672335,2020-05-25,Guerrero,19.0
2672336,2020-05-26,Guerrero,18.0
2672337,2020-05-27,Guerrero,19.0
2672338,2020-05-28,Guerrero,20.0
2672339,2020-05-29,Guerrero,22.0
2672340,2020-05-30,Guerrero,16.0
2672341,2020-05-31,Guerrero,15.0
2672342,2020-06-01,Guerrero,17.0
2672343,2020-06-02,Guerrero,18.0
2672344,2020-06-03,Guerrero,18.0
2672345,2020-06-04,Guerrero,19.0
2672346,2020-06-05,Guerrero,21.0
2672347,2020-06-06,Guerrero,16.0
2672348,2020-06-07,Guerrero,14.0
2672349,2020-06-08,Guerrero,17.0
2672350,2020-06-09,Guerrero,18.0
2672351,2020-06-10,Guerrero,18.0
2672352,2020-06-11,Guerrero,19.0
2672353,2020-06-12,Guerrero,20.0
2672354,2020-06-13,Guerrero,15.0
2672355,2020-06-14,Guerrero,14.0
2672356,2020-06-15,Guerrero,16.0
2672357,2020-06-16,Guerrero,17.0
2672358,2020-06-17,Guerrero,17.0
2672359,2020-06-18,Guerrero,18.0
2672360,2020-06-19,Guerrero,18.0
2672361,2020-06-20,Guerrero,15.0
2672362,2020-06-21,Guerrero,12.0
2672363,2020-06-22,Guerrero,18.0
2672364,2020-06-23,Guerrero,17.0
2672365,2020-06-24,Guerrero,17.0
2672366,2020-06-25,Guerrero,20.0
2672367,2020-06-26,Guerrero,19.0
2672368,2020-06-27,Guerrero,15.0
2672369,2020-06-28,Guerrero,13.0
2672370,2020-06-29,Guerrero,15.0
2672371,2020-06-30,Guerrero,15.0
2672372,2020-07-01,Guerrero,15.0
2672373,2020-07-02,Guerrero,16.0
2672374,2020-07-03,Guerrero,17.0
2672375,2020-07-04,Guerrero,12.0
2672376,2020-07-05,Guerrero,12.0
2672377,2020-07-06,Guerrero,14.0
2672378,2020-07-07,Guerrero,15.0
2672379,2020-07-08,Guerrero,15.0
2672380,2020-07-09,Guerrero,15.0
2672381,2020-07-10,Guerrero,16.0
2672382,2020-07-11,Guerrero,13.0
2672383,2020-07-12,Guerrero,12.0
2672384,2020-07-13,Guerrero,14.0
2672385,2020-07-14,Guerrero,13.0
2672386,2020-07-15,Guerrero,13.0
2672387,2020-07-16,Guerrero,14.0
2672388,2020-07-17,Guerrero,15.0
2672389,2020-07-18,Guerrero,11.0
2672390,2020-07-19,Guerrero,10.0
2672391,2020-07-20,Guerrero,13.0
2672392,2020-07-21,Guerrero,14.0
2672393,2020-07-22,Guerrero,13.0
2672394,2020-07-23,Guerrero,15.0
2672395,2020-07-24,Guerrero,16.0
2672396,2020-07-25,Guerrero,11.0
2672397,2020-07-26,Guerrero,10.0
2672398,2020-07-27,Guerrero,14.0
2672399,2020-07-28,Guerrero,15.0
2672400,2020-07-29,Guerrero,14.0
2672401,2020-07-30,Guerrero,14.0
2672402,2020-07-31,Guerrero,15.0
2672403,2020-08-01,Guerrero,10.0
2672404,2020-08-02,Guerrero,10.0
