,Date,State,Residences
2667462,2020-02-16,,-1.0
2667463,2020-02-17,,-2.0
2667464,2020-02-18,,-2.0
2667465,2020-02-19,,-1.0
2667466,2020-02-20,,-1.0
2667467,2020-02-21,,-1.0
2667468,2020-02-22,,0.0
2667469,2020-02-23,,-1.0
2667470,2020-02-24,,-1.0
2667471,2020-02-25,,-1.0
2667472,2020-02-26,,-1.0
2667473,2020-02-27,,-1.0
2667474,2020-02-28,,-2.0
2667475,2020-02-29,,-1.0
2667476,2020-03-01,,-1.0
2667477,2020-03-02,,-2.0
2667478,2020-03-03,,-2.0
2667479,2020-03-04,,-1.0
2667480,2020-03-05,,-1.0
2667481,2020-03-06,,-1.0
2667482,2020-03-07,,0.0
2667483,2020-03-08,,0.0
2667484,2020-03-09,,7.0
2667485,2020-03-10,,-2.0
2667486,2020-03-11,,-1.0
2667487,2020-03-12,,-2.0
2667488,2020-03-13,,-1.0
2667489,2020-03-14,,-1.0
2667490,2020-03-15,,-1.0
2667491,2020-03-16,,13.0
2667492,2020-03-17,,2.0
2667493,2020-03-18,,6.0
2667494,2020-03-19,,7.0
2667495,2020-03-20,,9.0
2667496,2020-03-21,,9.0
2667497,2020-03-22,,8.0
2667498,2020-03-23,,12.0
2667499,2020-03-24,,14.0
2667500,2020-03-25,,16.0
2667501,2020-03-26,,16.0
2667502,2020-03-27,,17.0
2667503,2020-03-28,,12.0
2667504,2020-03-29,,11.0
2667505,2020-03-30,,15.0
2667506,2020-03-31,,16.0
2667507,2020-04-01,,18.0
2667508,2020-04-02,,19.0
2667509,2020-04-03,,21.0
2667510,2020-04-04,,16.0
2667511,2020-04-05,,13.0
2667512,2020-04-06,,19.0
2667513,2020-04-07,,20.0
2667514,2020-04-08,,20.0
2667515,2020-04-09,,23.0
2667516,2020-04-10,,30.0
2667517,2020-04-11,,20.0
2667518,2020-04-12,,13.0
2667519,2020-04-13,,20.0
2667520,2020-04-14,,21.0
2667521,2020-04-15,,21.0
2667522,2020-04-16,,22.0
2667523,2020-04-17,,24.0
2667524,2020-04-18,,17.0
2667525,2020-04-19,,13.0
2667526,2020-04-20,,20.0
2667527,2020-04-21,,21.0
2667528,2020-04-22,,22.0
2667529,2020-04-23,,23.0
2667530,2020-04-24,,24.0
2667531,2020-04-25,,18.0
2667532,2020-04-26,,14.0
2667533,2020-04-27,,22.0
2667534,2020-04-28,,17.0
2667535,2020-04-29,,22.0
2667536,2020-04-30,,20.0
2667537,2020-05-01,,28.0
2667538,2020-05-02,,18.0
2667539,2020-05-03,,13.0
2667540,2020-05-04,,21.0
2667541,2020-05-05,,22.0
2667542,2020-05-06,,22.0
2667543,2020-05-07,,23.0
2667544,2020-05-08,,24.0
2667545,2020-05-09,,17.0
2667546,2020-05-10,,11.0
2667547,2020-05-11,,21.0
2667548,2020-05-12,,21.0
2667549,2020-05-13,,22.0
2667550,2020-05-14,,22.0
2667551,2020-05-15,,23.0
2667552,2020-05-16,,16.0
2667553,2020-05-17,,13.0
2667554,2020-05-18,,20.0
2667555,2020-05-19,,21.0
2667556,2020-05-20,,21.0
2667557,2020-05-21,,22.0
2667558,2020-05-22,,22.0
2667559,2020-05-23,,16.0
2667560,2020-05-24,,13.0
2667561,2020-05-25,,20.0
2667562,2020-05-26,,20.0
2667563,2020-05-27,,21.0
2667564,2020-05-28,,21.0
2667565,2020-05-29,,22.0
2667566,2020-05-30,,14.0
2667567,2020-05-31,,12.0
2667568,2020-06-01,,18.0
2667569,2020-06-02,,19.0
2667570,2020-06-03,,19.0
2667571,2020-06-04,,20.0
2667572,2020-06-05,,21.0
2667573,2020-06-06,,14.0
2667574,2020-06-07,,11.0
2667575,2020-06-08,,18.0
2667576,2020-06-09,,18.0
2667577,2020-06-10,,18.0
2667578,2020-06-11,,19.0
2667579,2020-06-12,,19.0
2667580,2020-06-13,,13.0
2667581,2020-06-14,,11.0
2667582,2020-06-15,,16.0
2667583,2020-06-16,,17.0
2667584,2020-06-17,,18.0
2667585,2020-06-18,,18.0
2667586,2020-06-19,,17.0
2667587,2020-06-20,,12.0
2667588,2020-06-21,,8.0
2667589,2020-06-22,,17.0
2667590,2020-06-23,,17.0
2667591,2020-06-24,,18.0
2667592,2020-06-25,,18.0
2667593,2020-06-26,,19.0
2667594,2020-06-27,,12.0
2667595,2020-06-28,,10.0
2667596,2020-06-29,,16.0
2667597,2020-06-30,,15.0
2667598,2020-07-01,,16.0
2667599,2020-07-02,,16.0
2667600,2020-07-03,,17.0
2667601,2020-07-04,,12.0
2667602,2020-07-05,,9.0
2667603,2020-07-06,,15.0
2667604,2020-07-07,,16.0
2667605,2020-07-08,,16.0
2667606,2020-07-09,,17.0
2667607,2020-07-10,,17.0
2667608,2020-07-11,,12.0
2667609,2020-07-12,,9.0
2667610,2020-07-13,,15.0
2667611,2020-07-14,,15.0
2667612,2020-07-15,,15.0
2667613,2020-07-16,,15.0
2667614,2020-07-17,,16.0
2667615,2020-07-18,,11.0
2667616,2020-07-19,,9.0
2667617,2020-07-20,,15.0
2667618,2020-07-21,,15.0
2667619,2020-07-22,,16.0
2667620,2020-07-23,,16.0
2667621,2020-07-24,,17.0
2667622,2020-07-25,,11.0
2667623,2020-07-26,,10.0
2667624,2020-07-27,,16.0
2667625,2020-07-28,,16.0
2667626,2020-07-29,,16.0
2667627,2020-07-30,,15.0
2667628,2020-07-31,,16.0
2667629,2020-08-01,,10.0
2667630,2020-08-02,,8.0
2667631,2020-08-03,,14.0
2667632,2020-08-04,,14.0
2667633,2020-08-05,,15.0
2667634,2020-08-06,,15.0
2667635,2020-08-07,,15.0
2667636,2020-08-08,,10.0
2667637,2020-08-09,,8.0
2667638,2020-08-10,,14.0
2667639,2020-08-11,,14.0
2667640,2020-08-12,,15.0
2667641,2020-08-13,,14.0
2667642,2020-08-14,,14.0
2667643,2020-08-15,,8.0
2667644,2020-08-16,,6.0
2667645,2020-08-17,,13.0
2667646,2020-08-18,,13.0
2667647,2020-08-19,,14.0
2667648,2020-08-20,,14.0
2667649,2020-08-21,,14.0
2667650,2020-08-22,,8.0
2667651,2020-08-23,,7.0
2667652,2020-08-24,,14.0
2667653,2020-08-25,,14.0
2667654,2020-08-26,,14.0
2667655,2020-08-27,,14.0
2667656,2020-08-28,,14.0
2667657,2020-08-29,,8.0
2667658,2020-08-30,,6.0
2667659,2020-08-31,,12.0
2667660,2020-09-01,,13.0
2667661,2020-09-02,,13.0
2667662,2020-09-03,,13.0
2667663,2020-09-04,,14.0
2667664,2020-09-05,,8.0
2667665,2020-09-06,,7.0
2667666,2020-09-07,,13.0
2667667,2020-09-08,,13.0
2667668,2020-09-09,,13.0
2667669,2020-09-10,,13.0
2667670,2020-09-11,,13.0
2667671,2020-09-12,,7.0
2667672,2020-09-13,,5.0
2667673,2020-09-14,,12.0
2667674,2020-09-15,,9.0
2667675,2020-09-16,,20.0
2667676,2020-09-17,,13.0
2667677,2020-09-18,,15.0
2667678,2020-09-19,,8.0
2667679,2020-09-20,,6.0
2667680,2020-09-21,,13.0
2667681,2020-09-22,,14.0
2667682,2020-09-23,,14.0
2667683,2020-09-24,,14.0
2667684,2020-09-25,,14.0
2667685,2020-09-26,,8.0
2667686,2020-09-27,,6.0
2667687,2020-09-28,,13.0
2667688,2020-09-29,,14.0
2667689,2020-09-30,,12.0
2667690,2020-10-01,,12.0
2667691,2020-10-02,,12.0
2667692,2020-10-03,,6.0
2667693,2020-10-04,,4.0
2667694,2020-10-05,,11.0
2667695,2020-10-06,,12.0
2667696,2020-10-07,,13.0
2667697,2020-10-08,,13.0
2667698,2020-10-09,,13.0
2667699,2020-10-10,,7.0
2667700,2020-10-11,,5.0
2667701,2020-10-12,,13.0
2667702,2020-10-13,,13.0
2667703,2020-10-14,,13.0
2667704,2020-10-15,,13.0
2667705,2020-10-16,,13.0
2667706,2020-10-17,,6.0
2667707,2020-10-18,,5.0
2667708,2020-10-19,,12.0
2667709,2020-10-20,,13.0
2667710,2020-10-21,,13.0
2667711,2020-10-22,,13.0
2667712,2020-10-23,,13.0
2667713,2020-10-24,,7.0
2667714,2020-10-25,,5.0
2667715,2020-10-26,,12.0
2667716,2020-10-27,,13.0
2667717,2020-10-28,,13.0
2667718,2020-10-29,,13.0
2667719,2020-10-30,,12.0
2667720,2020-10-31,,6.0
2667721,2020-11-01,,5.0
2667722,2020-11-02,,15.0
2667723,2020-11-03,,12.0
2667724,2020-11-04,,13.0
2667725,2020-11-05,,13.0
2667726,2020-11-06,,14.0
2667727,2020-11-07,,9.0
2667728,2020-11-08,,6.0
2667729,2020-11-09,,12.0
2667730,2020-11-10,,12.0
2667731,2020-11-11,,13.0
2667732,2020-11-12,,13.0
2667733,2020-11-13,,12.0
2667734,2020-11-14,,6.0
2667735,2020-11-15,,4.0
2667736,2020-11-16,,16.0
2667737,2020-11-17,,12.0
2667738,2020-11-18,,13.0
2667739,2020-11-19,,13.0
2667740,2020-11-20,,13.0
2667741,2020-11-21,,7.0
2667742,2020-11-22,,5.0
2667743,2020-11-23,,12.0
2667744,2020-11-24,,12.0
2667745,2020-11-25,,13.0
2667746,2020-11-26,,13.0
2667747,2020-11-27,,13.0
2667748,2020-11-28,,6.0
2667749,2020-11-29,,5.0
2667750,2020-11-30,,11.0
2667751,2020-12-01,,12.0
2667752,2020-12-02,,12.0
2667753,2020-12-03,,12.0
2667754,2020-12-04,,13.0
2667755,2020-12-05,,7.0
2667756,2020-12-06,,5.0
2667757,2020-12-07,,11.0
2667758,2020-12-08,,12.0
2667759,2020-12-09,,12.0
2667760,2020-12-10,,12.0
2667761,2020-12-11,,12.0
2667762,2020-12-12,,7.0
2667763,2020-12-13,,4.0
2667764,2020-12-14,,11.0
2667765,2020-12-15,,10.0
2667766,2020-12-16,,11.0
2667767,2020-12-17,,11.0
2667768,2020-12-18,,11.0
2667769,2020-12-19,,6.0
2667770,2020-12-20,,4.0
2667771,2020-12-21,,10.0
2667772,2020-12-22,,10.0
2667773,2020-12-23,,9.0
2667774,2020-12-24,,10.0
2667775,2020-12-25,,22.0
2667776,2020-12-26,,12.0
2667777,2020-12-27,,7.0
2667778,2020-12-28,,13.0
2667779,2020-12-29,,13.0
2667780,2020-12-30,,13.0
2667781,2020-12-31,,11.0
2667896,2020-02-16,Aguascalientes,-1.0
2667897,2020-02-17,Aguascalientes,-2.0
2667898,2020-02-18,Aguascalientes,-2.0
2667899,2020-02-19,Aguascalientes,-1.0
2667900,2020-02-20,Aguascalientes,-2.0
2667901,2020-02-21,Aguascalientes,-2.0
2667902,2020-02-22,Aguascalientes,-1.0
2667903,2020-02-23,Aguascalientes,-1.0
2667904,2020-02-24,Aguascalientes,-2.0
2667905,2020-02-25,Aguascalientes,-2.0
2667906,2020-02-26,Aguascalientes,-1.0
2667907,2020-02-27,Aguascalientes,-2.0
2667908,2020-02-28,Aguascalientes,-2.0
2667909,2020-02-29,Aguascalientes,-2.0
2667910,2020-03-01,Aguascalientes,-2.0
2667911,2020-03-02,Aguascalientes,-2.0
2667912,2020-03-03,Aguascalientes,-1.0
2667913,2020-03-04,Aguascalientes,-1.0
2667914,2020-03-05,Aguascalientes,-2.0
2667915,2020-03-06,Aguascalientes,-2.0
2667916,2020-03-07,Aguascalientes,-1.0
2667917,2020-03-08,Aguascalientes,-1.0
2667918,2020-03-09,Aguascalientes,6.0
2667919,2020-03-10,Aguascalientes,-2.0
2667920,2020-03-11,Aguascalientes,-1.0
2667921,2020-03-12,Aguascalientes,-2.0
2667922,2020-03-13,Aguascalientes,-1.0
2667923,2020-03-14,Aguascalientes,-2.0
2667924,2020-03-15,Aguascalientes,-2.0
2667925,2020-03-16,Aguascalientes,15.0
2667926,2020-03-17,Aguascalientes,3.0
2667927,2020-03-18,Aguascalientes,7.0
2667928,2020-03-19,Aguascalientes,8.0
2667929,2020-03-20,Aguascalientes,11.0
2667930,2020-03-21,Aguascalientes,10.0
2667931,2020-03-22,Aguascalientes,9.0
2667932,2020-03-23,Aguascalientes,13.0
2667933,2020-03-24,Aguascalientes,15.0
2667934,2020-03-25,Aguascalientes,17.0
2667935,2020-03-26,Aguascalientes,18.0
2667936,2020-03-27,Aguascalientes,20.0
2667937,2020-03-28,Aguascalientes,14.0
2667938,2020-03-29,Aguascalientes,12.0
2667939,2020-03-30,Aguascalientes,18.0
2667940,2020-03-31,Aguascalientes,19.0
2667941,2020-04-01,Aguascalientes,21.0
2667942,2020-04-02,Aguascalientes,22.0
2667943,2020-04-03,Aguascalientes,24.0
2667944,2020-04-04,Aguascalientes,16.0
2667945,2020-04-05,Aguascalientes,14.0
2667946,2020-04-06,Aguascalientes,21.0
2667947,2020-04-07,Aguascalientes,22.0
2667948,2020-04-08,Aguascalientes,22.0
2667949,2020-04-09,Aguascalientes,25.0
2667950,2020-04-10,Aguascalientes,31.0
2667951,2020-04-11,Aguascalientes,19.0
2667952,2020-04-12,Aguascalientes,14.0
2667953,2020-04-13,Aguascalientes,21.0
2667954,2020-04-14,Aguascalientes,22.0
2667955,2020-04-15,Aguascalientes,22.0
2667956,2020-04-16,Aguascalientes,22.0
2667957,2020-04-17,Aguascalientes,24.0
2667958,2020-04-18,Aguascalientes,15.0
2667959,2020-04-19,Aguascalientes,13.0
2667960,2020-04-20,Aguascalientes,21.0
2667961,2020-04-21,Aguascalientes,22.0
2667962,2020-04-22,Aguascalientes,23.0
2667963,2020-04-23,Aguascalientes,23.0
2667964,2020-04-24,Aguascalientes,25.0
2667965,2020-04-25,Aguascalientes,16.0
2667966,2020-04-26,Aguascalientes,13.0
2667967,2020-04-27,Aguascalientes,22.0
2667968,2020-04-28,Aguascalientes,17.0
2667969,2020-04-29,Aguascalientes,23.0
2667970,2020-04-30,Aguascalientes,20.0
2667971,2020-05-01,Aguascalientes,29.0
2667972,2020-05-02,Aguascalientes,16.0
2667973,2020-05-03,Aguascalientes,13.0
2667974,2020-05-04,Aguascalientes,21.0
2667975,2020-05-05,Aguascalientes,22.0
2667976,2020-05-06,Aguascalientes,22.0
2667977,2020-05-07,Aguascalientes,22.0
2667978,2020-05-08,Aguascalientes,25.0
2667979,2020-05-09,Aguascalientes,14.0
2667980,2020-05-10,Aguascalientes,7.0
2667981,2020-05-11,Aguascalientes,20.0
2667982,2020-05-12,Aguascalientes,21.0
2667983,2020-05-13,Aguascalientes,22.0
2667984,2020-05-14,Aguascalientes,21.0
2667985,2020-05-15,Aguascalientes,21.0
2667986,2020-05-16,Aguascalientes,13.0
2667987,2020-05-17,Aguascalientes,11.0
2667988,2020-05-18,Aguascalientes,19.0
2667989,2020-05-19,Aguascalientes,20.0
2667990,2020-05-20,Aguascalientes,21.0
2667991,2020-05-21,Aguascalientes,21.0
2667992,2020-05-22,Aguascalientes,21.0
2667993,2020-05-23,Aguascalientes,12.0
2667994,2020-05-24,Aguascalientes,10.0
2667995,2020-05-25,Aguascalientes,18.0
2667996,2020-05-26,Aguascalientes,18.0
2667997,2020-05-27,Aguascalientes,19.0
2667998,2020-05-28,Aguascalientes,19.0
2667999,2020-05-29,Aguascalientes,19.0
2668000,2020-05-30,Aguascalientes,10.0
2668001,2020-05-31,Aguascalientes,8.0
2668002,2020-06-01,Aguascalientes,15.0
2668003,2020-06-02,Aguascalientes,16.0
2668004,2020-06-03,Aguascalientes,16.0
2668005,2020-06-04,Aguascalientes,16.0
2668006,2020-06-05,Aguascalientes,17.0
2668007,2020-06-06,Aguascalientes,9.0
2668008,2020-06-07,Aguascalientes,8.0
2668009,2020-06-08,Aguascalientes,15.0
2668010,2020-06-09,Aguascalientes,15.0
2668011,2020-06-10,Aguascalientes,15.0
2668012,2020-06-11,Aguascalientes,16.0
2668013,2020-06-12,Aguascalientes,16.0
2668014,2020-06-13,Aguascalientes,8.0
2668015,2020-06-14,Aguascalientes,7.0
2668016,2020-06-15,Aguascalientes,13.0
2668017,2020-06-16,Aguascalientes,14.0
2668018,2020-06-17,Aguascalientes,15.0
2668019,2020-06-18,Aguascalientes,15.0
2668020,2020-06-19,Aguascalientes,13.0
2668021,2020-06-20,Aguascalientes,7.0
2668022,2020-06-21,Aguascalientes,3.0
2668023,2020-06-22,Aguascalientes,14.0
2668024,2020-06-23,Aguascalientes,14.0
2668025,2020-06-24,Aguascalientes,15.0
2668026,2020-06-25,Aguascalientes,15.0
2668027,2020-06-26,Aguascalientes,16.0
2668028,2020-06-27,Aguascalientes,8.0
2668029,2020-06-28,Aguascalientes,7.0
2668030,2020-06-29,Aguascalientes,13.0
2668031,2020-06-30,Aguascalientes,13.0
2668032,2020-07-01,Aguascalientes,13.0
2668033,2020-07-02,Aguascalientes,13.0
2668034,2020-07-03,Aguascalientes,13.0
2668035,2020-07-04,Aguascalientes,6.0
2668036,2020-07-05,Aguascalientes,4.0
2668037,2020-07-06,Aguascalientes,12.0
2668038,2020-07-07,Aguascalientes,12.0
2668039,2020-07-08,Aguascalientes,13.0
2668040,2020-07-09,Aguascalientes,13.0
2668041,2020-07-10,Aguascalientes,13.0
2668042,2020-07-11,Aguascalientes,6.0
2668043,2020-07-12,Aguascalientes,4.0
2668044,2020-07-13,Aguascalientes,12.0
2668045,2020-07-14,Aguascalientes,13.0
2668046,2020-07-15,Aguascalientes,13.0
2668047,2020-07-16,Aguascalientes,12.0
2668048,2020-07-17,Aguascalientes,13.0
2668049,2020-07-18,Aguascalientes,6.0
2668050,2020-07-19,Aguascalientes,4.0
2668051,2020-07-20,Aguascalientes,11.0
2668052,2020-07-21,Aguascalientes,12.0
2668053,2020-07-22,Aguascalientes,13.0
2668054,2020-07-23,Aguascalientes,12.0
2668055,2020-07-24,Aguascalientes,12.0
2668056,2020-07-25,Aguascalientes,5.0
2668057,2020-07-26,Aguascalientes,4.0
2668058,2020-07-27,Aguascalientes,13.0
2668059,2020-07-28,Aguascalientes,12.0
2668060,2020-07-29,Aguascalientes,13.0
2668061,2020-07-30,Aguascalientes,12.0
2668062,2020-07-31,Aguascalientes,11.0
2668063,2020-08-01,Aguascalientes,5.0
2668064,2020-08-02,Aguascalientes,4.0
2668065,2020-08-03,Aguascalientes,11.0
2668066,2020-08-04,Aguascalientes,11.0
2668067,2020-08-05,Aguascalientes,11.0
2668068,2020-08-06,Aguascalientes,11.0
2668069,2020-08-07,Aguascalientes,11.0
2668070,2020-08-08,Aguascalientes,5.0
2668071,2020-08-09,Aguascalientes,4.0
2668072,2020-08-10,Aguascalientes,11.0
2668073,2020-08-11,Aguascalientes,11.0
2668074,2020-08-12,Aguascalientes,12.0
2668075,2020-08-13,Aguascalientes,11.0
2668076,2020-08-14,Aguascalientes,11.0
2668077,2020-08-15,Aguascalientes,4.0
2668078,2020-08-16,Aguascalientes,3.0
2668079,2020-08-17,Aguascalientes,10.0
2668080,2020-08-18,Aguascalientes,11.0
2668081,2020-08-19,Aguascalientes,13.0
2668082,2020-08-20,Aguascalientes,11.0
2668083,2020-08-21,Aguascalientes,11.0
2668084,2020-08-22,Aguascalientes,4.0
2668085,2020-08-23,Aguascalientes,4.0
2668086,2020-08-24,Aguascalientes,11.0
2668087,2020-08-25,Aguascalientes,12.0
2668088,2020-08-26,Aguascalientes,13.0
2668089,2020-08-27,Aguascalientes,12.0
2668090,2020-08-28,Aguascalientes,12.0
2668091,2020-08-29,Aguascalientes,4.0
2668092,2020-08-30,Aguascalientes,3.0
2668093,2020-08-31,Aguascalientes,11.0
2668094,2020-09-01,Aguascalientes,11.0
2668095,2020-09-02,Aguascalientes,12.0
2668096,2020-09-03,Aguascalientes,12.0
2668097,2020-09-04,Aguascalientes,12.0
2668098,2020-09-05,Aguascalientes,5.0
2668099,2020-09-06,Aguascalientes,4.0
2668100,2020-09-07,Aguascalientes,11.0
2668101,2020-09-08,Aguascalientes,12.0
2668102,2020-09-09,Aguascalientes,12.0
2668103,2020-09-10,Aguascalientes,11.0
2668104,2020-09-11,Aguascalientes,11.0
2668105,2020-09-12,Aguascalientes,4.0
2668106,2020-09-13,Aguascalientes,3.0
2668107,2020-09-14,Aguascalientes,11.0
2668108,2020-09-15,Aguascalientes,8.0
2668109,2020-09-16,Aguascalientes,20.0
2668110,2020-09-17,Aguascalientes,12.0
2668111,2020-09-18,Aguascalientes,13.0
2668112,2020-09-19,Aguascalientes,5.0
2668113,2020-09-20,Aguascalientes,4.0
2668114,2020-09-21,Aguascalientes,11.0
2668115,2020-09-22,Aguascalientes,12.0
2668116,2020-09-23,Aguascalientes,12.0
2668117,2020-09-24,Aguascalientes,12.0
2668118,2020-09-25,Aguascalientes,12.0
2668119,2020-09-26,Aguascalientes,4.0
2668120,2020-09-27,Aguascalientes,3.0
2668121,2020-09-28,Aguascalientes,11.0
2668122,2020-09-29,Aguascalientes,11.0
2668123,2020-09-30,Aguascalientes,11.0
2668124,2020-10-01,Aguascalientes,10.0
2668125,2020-10-02,Aguascalientes,10.0
2668126,2020-10-03,Aguascalientes,3.0
2668127,2020-10-04,Aguascalientes,2.0
2668128,2020-10-05,Aguascalientes,10.0
2668129,2020-10-06,Aguascalientes,11.0
2668130,2020-10-07,Aguascalientes,11.0
2668131,2020-10-08,Aguascalientes,11.0
2668132,2020-10-09,Aguascalientes,11.0
2668133,2020-10-10,Aguascalientes,4.0
2668134,2020-10-11,Aguascalientes,3.0
2668135,2020-10-12,Aguascalientes,11.0
2668136,2020-10-13,Aguascalientes,12.0
2668137,2020-10-14,Aguascalientes,11.0
2668138,2020-10-15,Aguascalientes,10.0
2668139,2020-10-16,Aguascalientes,11.0
2668140,2020-10-17,Aguascalientes,3.0
2668141,2020-10-18,Aguascalientes,3.0
2668142,2020-10-19,Aguascalientes,10.0
2668143,2020-10-20,Aguascalientes,11.0
2668144,2020-10-21,Aguascalientes,12.0
2668145,2020-10-22,Aguascalientes,11.0
2668146,2020-10-23,Aguascalientes,11.0
2668147,2020-10-24,Aguascalientes,4.0
2668148,2020-10-25,Aguascalientes,3.0
2668149,2020-10-26,Aguascalientes,11.0
2668150,2020-10-27,Aguascalientes,12.0
2668151,2020-10-28,Aguascalientes,12.0
2668152,2020-10-29,Aguascalientes,11.0
2668153,2020-10-30,Aguascalientes,11.0
2668154,2020-10-31,Aguascalientes,3.0
2668155,2020-11-01,Aguascalientes,2.0
2668156,2020-11-02,Aguascalientes,15.0
2668157,2020-11-03,Aguascalientes,12.0
2668158,2020-11-04,Aguascalientes,13.0
2668159,2020-11-05,Aguascalientes,12.0
2668160,2020-11-06,Aguascalientes,13.0
2668161,2020-11-07,Aguascalientes,6.0
2668162,2020-11-08,Aguascalientes,5.0
2668163,2020-11-09,Aguascalientes,11.0
2668164,2020-11-10,Aguascalientes,12.0
2668165,2020-11-11,Aguascalientes,12.0
2668166,2020-11-12,Aguascalientes,12.0
2668167,2020-11-13,Aguascalientes,12.0
2668168,2020-11-14,Aguascalientes,5.0
2668169,2020-11-15,Aguascalientes,3.0
2668170,2020-11-16,Aguascalientes,19.0
2668171,2020-11-17,Aguascalientes,13.0
2668172,2020-11-18,Aguascalientes,15.0
2668173,2020-11-19,Aguascalientes,15.0
2668174,2020-11-20,Aguascalientes,16.0
2668175,2020-11-21,Aguascalientes,10.0
2668176,2020-11-22,Aguascalientes,8.0
2668177,2020-11-23,Aguascalientes,14.0
2668178,2020-11-24,Aguascalientes,14.0
2668179,2020-11-25,Aguascalientes,15.0
2668180,2020-11-26,Aguascalientes,14.0
2668181,2020-11-27,Aguascalientes,15.0
2668182,2020-11-28,Aguascalientes,9.0
2668183,2020-11-29,Aguascalientes,7.0
2668184,2020-11-30,Aguascalientes,13.0
2668185,2020-12-01,Aguascalientes,12.0
2668186,2020-12-02,Aguascalientes,12.0
2668187,2020-12-03,Aguascalientes,12.0
2668188,2020-12-04,Aguascalientes,14.0
2668189,2020-12-05,Aguascalientes,5.0
2668190,2020-12-06,Aguascalientes,5.0
2668191,2020-12-07,Aguascalientes,11.0
2668192,2020-12-08,Aguascalientes,11.0
2668193,2020-12-09,Aguascalientes,11.0
2668194,2020-12-10,Aguascalientes,11.0
2668195,2020-12-11,Aguascalientes,11.0
2668196,2020-12-12,Aguascalientes,4.0
2668197,2020-12-13,Aguascalientes,3.0
2668198,2020-12-14,Aguascalientes,9.0
2668199,2020-12-15,Aguascalientes,9.0
2668200,2020-12-16,Aguascalientes,10.0
2668201,2020-12-17,Aguascalientes,9.0
2668202,2020-12-18,Aguascalientes,9.0
2668203,2020-12-19,Aguascalientes,3.0
2668204,2020-12-20,Aguascalientes,1.0
2668205,2020-12-21,Aguascalientes,8.0
2668206,2020-12-22,Aguascalientes,7.0
2668207,2020-12-23,Aguascalientes,7.0
2668208,2020-12-24,Aguascalientes,7.0
2668209,2020-12-25,Aguascalientes,20.0
2668210,2020-12-26,Aguascalientes,10.0
2668211,2020-12-27,Aguascalientes,6.0
2668212,2020-12-28,Aguascalientes,12.0
2668213,2020-12-29,Aguascalientes,13.0
2668214,2020-12-30,Aguascalientes,13.0
2668215,2020-12-31,Aguascalientes,10.0
2668330,2020-02-16,Baja California,-1.0
2668331,2020-02-17,Baja California,-2.0
2668332,2020-02-18,Baja California,-2.0
2668333,2020-02-19,Baja California,-2.0
2668334,2020-02-20,Baja California,-2.0
2668335,2020-02-21,Baja California,-3.0
2668336,2020-02-22,Baja California,2.0
2668337,2020-02-23,Baja California,0.0
2668338,2020-02-24,Baja California,-2.0
2668339,2020-02-25,Baja California,-2.0
2668340,2020-02-26,Baja California,-2.0
2668341,2020-02-27,Baja California,-2.0
2668342,2020-02-28,Baja California,-3.0
2668343,2020-02-29,Baja California,-2.0
2668344,2020-03-01,Baja California,1.0
2668345,2020-03-02,Baja California,0.0
2668346,2020-03-03,Baja California,-3.0
2668347,2020-03-04,Baja California,-2.0
2668348,2020-03-05,Baja California,-3.0
2668349,2020-03-06,Baja California,-3.0
2668350,2020-03-07,Baja California,-1.0
2668351,2020-03-08,Baja California,0.0
2668352,2020-03-09,Baja California,4.0
2668353,2020-03-10,Baja California,6.0
2668354,2020-03-11,Baja California,-1.0
2668355,2020-03-12,Baja California,2.0
2668356,2020-03-13,Baja California,1.0
2668357,2020-03-14,Baja California,1.0
2668358,2020-03-15,Baja California,1.0
2668359,2020-03-16,Baja California,13.0
2668360,2020-03-17,Baja California,0.0
2668361,2020-03-18,Baja California,10.0
2668362,2020-03-19,Baja California,10.0
2668363,2020-03-20,Baja California,10.0
2668364,2020-03-21,Baja California,10.0
2668365,2020-03-22,Baja California,9.0
2668366,2020-03-23,Baja California,12.0
2668367,2020-03-24,Baja California,13.0
2668368,2020-03-25,Baja California,15.0
2668369,2020-03-26,Baja California,16.0
2668370,2020-03-27,Baja California,16.0
2668371,2020-03-28,Baja California,14.0
2668372,2020-03-29,Baja California,13.0
2668373,2020-03-30,Baja California,14.0
2668374,2020-03-31,Baja California,17.0
2668375,2020-04-01,Baja California,18.0
2668376,2020-04-02,Baja California,18.0
2668377,2020-04-03,Baja California,19.0
2668378,2020-04-04,Baja California,17.0
2668379,2020-04-05,Baja California,15.0
2668380,2020-04-06,Baja California,19.0
2668381,2020-04-07,Baja California,21.0
2668382,2020-04-08,Baja California,22.0
2668383,2020-04-09,Baja California,24.0
2668384,2020-04-10,Baja California,34.0
2668385,2020-04-11,Baja California,22.0
2668386,2020-04-12,Baja California,17.0
2668387,2020-04-13,Baja California,22.0
2668388,2020-04-14,Baja California,23.0
2668389,2020-04-15,Baja California,23.0
2668390,2020-04-16,Baja California,24.0
2668391,2020-04-17,Baja California,26.0
2668392,2020-04-18,Baja California,20.0
2668393,2020-04-19,Baja California,17.0
2668394,2020-04-20,Baja California,23.0
2668395,2020-04-21,Baja California,24.0
2668396,2020-04-22,Baja California,24.0
2668397,2020-04-23,Baja California,24.0
2668398,2020-04-24,Baja California,25.0
2668399,2020-04-25,Baja California,20.0
2668400,2020-04-26,Baja California,16.0
